n_articles,articles,authors,title,work,publisher,year,identifier,url,unlinked,type
1,Sogdia,,Ancient Letters,The Sogdians – Influencers on the Silk Roads,"Freer Gallery of Art and Arthur M. Sackler Gallery, Smithsonian Institution.",,,https://sogdians.si.edu/ancient-letters/,False,cite web
1,Sogdia,"Sims-Williams, N.",Ancient Letters,Encyclopædia Iranica,,15 December 1985,,https://www.iranicaonline.org/articles/ancient-letters,False,cite encyclopedia
1,Silk Road,Silkroad Foundation; Adela C.Y. Lee,Ancient Silk Road Travellers,,,,,http://www.silk-road.com/artl/srtravelmain.shtml,False,cite web
1,Silk Road,,Ancient bottom wipers yield evidence of diseases carried along the Silk Road,The Guardian,,22 July 2016,,https://www.theguardian.com/science/2016/jul/22/ancient-bottom-wipers-yield-evidence-of-diseases-silk-road-chinese-liver-fluke,False,cite news
1,Sogdia,,Anikova Plate The Sogdians,sogdians.si.edu,,,,https://sogdians.si.edu/anikova-plate/,False,cite web
1,Silk Road,,"Announcement about the Silk Road Week, 19-25 June 2020-China Silk Museum",www.chinasilkmuseum.com,,,,http://www.chinasilkmuseum.com/xwdtIR/info_84.aspx?itemid=27701,False,cite web
1,Bagram,"Ball, Warwick; Gardin, Jean-Claude","Archaeological Gazetteer of Afghanistan, Vol. I",,DAFA (Délégation Archéologique Française en Afghanistan),1982,,,False,cite book
1,Gandhara,,Arrian: Anabasis Alexandri: Book VIII (Indica); Section V,Ancient History Sourcebooks,[[Fordham University]],,,https://sourcebooks.fordham.edu/ancient/arrian-bookVIII-India.asp,False,cite web
1,Mogao Caves,"Riefe, Jordan",Artifacts from ancient Chinese cave temples head west for California exhibit,The Guardian,,13 May 2016,,https://www.theguardian.com/artanddesign/2016/may/13/dunhuang-caves-artifacts-ancient-history-chinese-civilization-getty-institute-silk-road-los-angeles,False,cite news
1,Sogdia,"Norman, Jeremy","Aurel Stein Discovers the Sogdian ""Ancient Letters"" 313 CE to 314 CE",History of Information,,,,https://www.historyofinformation.com/detail.php?id=5032,False,cite web
1,Sogdia,,Avesta: Vendidad (English): Fargard 1,,Avesta.org,,,http://www.avesta.org/vendidad/vd1sbe.htm,False,cite web
1,Palmyra,"Robinson, David M","Baalbek, Palmyra",,J.J. Augustin,1946,,,False,cite book
1,Kushan Empire,"Sims-Williams, Nicholas",Bactrian Documents from Ancient Afghanistan,,,,,http://www.gengo.l.u-tokyo.ac.jp/~hkum/bactrian.html,False,cite web
1,Gandhara,"Mairs, Rachel",Bactrian or Graeco-Bactrian Kingdom,The Encyclopedia of Empire,,2016,,https://www.academia.edu/23031604,False,cite journal
1,Bagram,,"Bagram Air Base in Parvan Province, Afghanistan",,,,,https://militarybases.com/overseas/afghanistan/bagram/,False,cite web
1,Silk Road,,Belief Systems Along the Silk Road,,Asia Society,,,http://asiasociety.org/education/belief-systems-along-silk-road,False,cite web
1,Silk Road,"Everington, K.","Birthplace of Austronesians is Taiwan, capital was Taitung: Scholar",Taiwan News,,6 September 2017,,https://www.taiwannews.com.tw/en/news/3247203,False,cite news
1,Dunhuang,,Book of the Later Han,,,,,https://zh.wikisource.org/zh-hans/%E5%BE%8C%E6%BC%A2%E6%9B%B8,False,cite book
1,Dunhuang manuscripts,,British Collections: The British Library: The Stein Collection,,[[International Dunhuang Project]],,,http://idp.bl.uk/pages/collections_en.a4d,False,cite web
1,Gandhara,,British Museum notice,[[British Museum]],,,,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=247021&partId=1,False,cite web
1,Gandhara,,Buddhism and Buddhist Art,,,,,https://www.metmuseum.org/toah/hd/budd/hd_budd.htm,False,cite web
1,Palmyra,"Ibn al-ʻAdīm, Kamāl al-Dīn ʻUmar ibn Aḥmad",Bughyat al-ṭalab fī tārīkh Ḥalab,,Dār al-Fikr (دار الفكر),1988,,,False,cite book
1,Sogdia,"Vaissière, Étienne de la",CHINESE-IRANIAN RELATIONS xiii. Eastern Iranian Migrations to China,iranicaonline.org,,,,https://iranicaonline.org/articles/chinese-iranian-xiii,False,cite web
1,Palmyra,"Rostovtzeff, Michael Ivanovitch",Caravan Cities,,The Clarendon Press,1932,,https://archive.org/details/in.gov.ignca.19340,False,cite book
1,Gandhara,"Jamil, Ansar",Central Asia’s Quest for Warm Waters: From the Caspian Sea to Gwadar Port,"Strategic Studies, Vol. 37, No. 3 (Autumn 2017), pp. 92-111",,2017,,,False,cite journal
1,Dunhuang,,China,,Eye Witness Travel Guides,,,,False,cite book
1,Silk Road,"Tikhvinskiĭ, Sergeĭ Leonidovich and Leonard Sergeevich Perelomov","China and her neighbours, from ancient times to the Middle Ages: a collection of essays",,[[Progress Publishers]],1981,,,False,cite book
1,Silk Road,"Anderson, James A.",China's Southwestern Silk Road in World History,World History Connected,,2009,,http://worldhistoryconnected.press.illinois.edu/6.1/anderson.html,False,cite journal
1,Mogao Caves,,Chinese Exploration and Excavations in Chinese Central Asia,,[[International Dunhuang Project]],,,http://idp.bl.uk/pages/collections_ch.a4d,False,cite web
1,Silk Road,"Becker, Jasper",City of Heavenly Tranquility: Beijing in the History of China,,Oxford University Press,2008,,,False,cite book
1,Bagram,,Climate: Bagram — Climate-Data.org,,,,,https://en.climate-data.org/asia/afghanistan/parwan/%d9%88%d9%84%d8%b3%d9%88%d8%a7%d9%84%db%8c-%d8%a8%da%af%d8%b1%d8%a7%d9%85-bagram-1058667/,False,cite web
1,Gandhara,"Bopearachchi, Osmund",Coin Production and Circulation in Central Asia and North-West India (Before and after Alexander's Conquest),,,,,https://www.academia.edu/15798938,False,cite book
1,Sogdia,"Chen (陈), Boyi (博翼)",Collected Studies on Ming History 明史研究论丛,,China Academic Journal Electronic Publishing House,2011,,https://www.academia.edu/18786949,False,cite book
1,Silk Road,"Bowman, John S.",Columbia Chronologies of Asian History and Culture,,Columbia University Press,2000,,,False,cite book
1,Gandhara,"Sastri, K. a Nilakanta",Comprehensive History Of India Vol.2 (mauryas And Satavahanas),,,1957,,http://archive.org/details/in.ernet.dli.2015.532644,False,cite book
1,Gandhara,University Of Pittsburgh Press U.S.A.,Cultural History Of Kapisa And Gandhara,,,1961,,http://archive.org/details/in.ernet.dli.2015.198056,False,cite book
1,Palmyra,"Gambino, Lauren","Damages to Palmyra ruins in Syrian recapture less than feared, experts say",The Guardian,,28 March 2016,,https://www.theguardian.com/world/2016/mar/28/palmyra-ruins-syria-recapture-isis-antiquities,False,cite web
1,Palmyra,"Addison, Charles Greenstreet",Damascus and Palmyra: a journey to the East,,Richard Bentley,1838,,,False,cite book
1,Palmyra,"Bianquis, Thierry","Dames et la Syrie sous la domination fatimide (359-468/969-1076): essai d'interprétation de chroniques arabes médiévales, Volume 2",,Institut française de Damas,1989,,https://books.google.com/books?id=SmttAAAAMAAJ,False,cite book
1,Gandhara,,Decorative Motifs on Pedestals of Gandharan Sculptures: A Case Study of Peshawar Museum,,,,,https://ph.hu.edu.pk/public/uploads/vol-12/Paper%208.%20Fawad%20Khan%20Final%20.pdf,False,cite web
1,Kushan Empire,"Bopearachchi, Osmund; Gyselen",Des Indo-Grecs aux Sassanides: données pour l'histoire et la géographie historique,,Group pour l'Etude de la Civilisation du Moyen-Orient,2007,,,False,cite book
1,Silk Road,"Mertens, Matthias",Did Richthofen Really Coin 'the Silk Road'?,The Silk Road,,,,https://edspace.american.edu/silkroadjournal/wp-content/uploads/sites/984/2020/02/2-Mertens-Did-Richthofen-Really-Coin-the-Silk-Road.pdf,False,cite web
1,Palmyra,Unesco,"Director-General of UNESCO Irina Bokova firmly condemns the destruction of Palmyra's ancient temple of Baalshamin, Syria",,Unesco,24 August 2015,,https://whc.unesco.org/en/news/1339,False,cite web
1,Dunhuang,,Dunhuang,Silk Road Seattle,"[[Walter Chapin Simpson Center for the Humanities]], University of Washington",,,http://depts.washington.edu/silkroad/cities/china/dh/dh.html,False,cite web
1,Mogao Caves,,Dunhuang &ndash; Mogao Caves,,,,,http://www.travelchinaguide.com/attraction/gansu/dunhuang/mogao_grottoes/index.htm,False,cite web
1,Dunhuang,,Dunhuang Climate − Best time to visit,,,,,http://www.travelchinaguide.com/climate/dunhuang.htm,False,cite web
1,Mogao Caves,,Dunhuang Research Academy,en.dha.ac.cn,,,,http://en.dha.ac.cn/,False,cite web
1,Dunhuang,,Dunhuang Studies – Chronology and History,Silkroad Foundation,,,,http://www.silk-road.com/dunhuang/dhhistory.html,False,cite web
1,Dunhuang,"Briginshaw, David",Dunhuang railway in northwest China completed,International Railway Journal,,18 December 2019,,https://www.railjournal.com/infrastructure/dunhuang-railway-in-northwest-china-completed/,False,cite web
1,Mogao Caves,,"Dunhuang shi shi yi shu (Book, 1909) [WorldCat.org]",,publisher not identified,"January 7, 1909",,,False,cite book
1,Silk Road,"Flecker, Michael",Early Voyaging in the South China Sea: Implications on Territorial Claims,Nalanda-Sriwijaya Center Working Paper Series,,August 2015,,,False,cite journal
1,Silk Road,"Halsall, Paul; Arkenberg","East Asian History Sourcebook: Chinese Accounts of Rome, Byzantium and the Middle East, c. 91 B.C.E. – 1643 C.E.",Fordham.edu,[[Fordham University]],2000,,http://www.fordham.edu/halsall/eastasia/romchin1.html,False,cite web
1,Mogao Caves,,Eight Men Ferrying a Statue of the Buddha,,,,,http://img.mp.itc.cn/upload/20160413/2e3f23e8bbaf4d3598091e5b13e369c0.jpg,False,cite web
1,Sogdia,"Alram, Michael",Ein Schatzfund Hephthalitischer Drachmen Aus Baktrien,Numismatische Zeitschrift,,2008,,https://www.univie.ac.at/chwh/content/recentpublications/NZ_2008_ALRAM.pdf,False,cite magazine
1,Bagram,,Elevation: Bagram,,,,,https://en.climate-data.org/asia/afghanistan/parwan/%d9%88%d9%84%d8%b3%d9%88%d8%a7%d9%84%db%8c-%d8%a8%da%af%d8%b1%d8%a7%d9%85-bagram-1058667/,False,cite web
1,Kushan Empire,"Sims-Williams, Nicolas",Encyclopaedia Iranica,,Routledge & Kegan Paul,,,,False,cite book
1,Sogdia,"Lurje, Pavel",Encyclopædia Iranica,,Iranica Foundation,2017,,http://www.iranicaonline.org/articles/sogdiana-historical-geography,False,cite book
1,Silk Road,,Eurasian winds toward Silla,,Miho Museum,March 2009,,http://www.miho.or.jp/english/member/shangrila/tpshan23.htm,False,cite web
1,Dunhuang,,Experience Template,,[[China Meteorological Administration]],,,https://experience.arcgis.com/template/e724038fda394e9d9b7921f10fd1aa55/page/%E7%BA%AF%E8%A1%A8%E6%A0%BC%E7%BB%9F%E8%AE%A1-(%E5%AF%B9%E6%AF%948110%E5%8F%98%E5%8C%96)/?org=UQmaps,False,cite web
1,Palmyra,"Maqdisi, Firas",Expert says Islamic State has badly damaged major Palmyra monument,,Reuters,5 March 2017,,https://www.reuters.com/article/us-mideast-crisis-syria-palmyra-idUSKBN16B0Q2,False,cite web
1,Sogdia,"Szemerényi, Oswald",Four old Iranian ethnic names: Scythian – Skudra – Sogdian – Saka,,Verlag der Österreichischen Akademie der Wissenschaften; azargoshnap.net,1980,,http://www.azargoshnasp.net/history/Scythians/fouroldiranianethnicnames.pdf,False,cite book
1,Mogao Caves,,"From the Harvard Art Museums' collections Eight Men Ferrying a Statue of the Buddha (from Mogao Cave 323, Dunhuang, Gansu province)",,,,,https://www.harvardartmuseums.org/art/209770,False,cite web
1,Gandhara,,Gandara – Livius,,,,,https://www.livius.org/articles/place/gandara/?,False,cite web
1,Gandhara,,Gandhara:Buddha no Seisen,,,,,https://www.mobygames.com/game/51192/gandhara-buddha-no-seisen/&ved=2ahUKEwj0xcbs2Oz9AhVD-6QKHbZBCKoQFnoECBUQAQ&usg=AOvVaw10o7WfYVhm1fIa2ulvnvkp,False,cite web
1,Gandhara,,Gandharan Sculptural Style: The Buddha Image,,,,,http://huntingtonarchive.osu.edu/studypages/internal/dl/SouthAsia/Buddhist/pgs/u5/DL0230m.htm,False,cite web
1,Mogao Caves,"Makinen, Julie",Getty Institute helps save China's Mogao Grottoes from tourism's impact,[[Los Angeles Times]],,27 September 2014,,http://www.latimes.com/entertainment/arts/la-et-cm-mogao-grottoes-buddhist-caves-dunhuang-20140928-story.html,False,cite news
1,Sogdia,,"Greek Art in Central Asia, Afghan – Encyclopaedia Iranica",,,,,http://www.iranicaonline.org/articles/greece-viii#prettyPhoto[content]/7/,False,cite book
1,Gandhara,"Foundation, Encyclopaedia Iranica",GĀNDHĀRĪ LANGUAGE,iranicaonline.org,,,,https://iranicaonline.org/articles/gandhari-language,False,cite web
1,Kushan Empire,"Banerjee, Gauranga Nath",Hellenism in ancient India,,Calcutta: Published by the Author; New York: Oxford University Press,1920,,https://archive.org/details/hellenisminancie00bane,False,cite book
1,Gandhara,Herodotus,Histories,,Harvard University Press.,1920,,https://www.perseus.tufts.edu/hopper/text?doc=Hdt.+1.1.0&fromdoc=Perseus%3Atext%3A1999.01.0125,False,cite book
1,Gandhara,,Histories,,Harvard University Press.,,,https://www.perseus.tufts.edu/hopper/text?doc=Hdt.+4.44.2&fromdoc=Perseus%3Atext%3A1999.01.0125,False,cite book
1,Sogdia,"Barenghi, Maddalena",Historiography and Narratives of the Later Tang (923–936) and Later Jin (936–947) Dynasties in Tenth- to Eleventh century Sources,,,2014,,https://edoc.ub.uni-muenchen.de/20635/,False,cite thesis
1,Gandhara,,History Of Ancient And Early Medieval India From The Stone Age To The 12th Century,,,,,http://archive.org/details/history-of-ancient-and-early-medeival-india-from-the-stone-age-to-the-12th-century-pdfdrive,False,cite book
1,Gandhara,"Dani, A.H.; Bernard, P.; Harmatta","History Of Civilizations Of Central Asia, Volume 2",,Unesco Publishing,1994,,https://archive.org/details/dani-bernard-1994-alexander-central-asia,False,cite book
1,Silk Road,,History and Legend of Sino-Bangla Contacts,,Ministry of Foreign Affairs of the People's Republic of China,28 September 2010,,http://www.fmprc.gov.cn/eng/wjb/zwjg/zwbd/t756682.htm,False,cite web
1,Palmyra,"Dubnov, Simon",History of the Jews From the Roman Empire to the Early Medieval Period,,Thomas Yoseloff,1968,,,False,cite book
1,Gandhara,,"Imperial Gazetteer2 of India, Volume 19– Imperial Gazetteer of India",,Digital South Asia Library,,,https://dsal.uchicago.edu/reference/gazetteer/pager.html?objectid=DS405.1.I34_V19_154.gif,False,cite web
1,Palmyra,"al-ʻAsqalānī, Aḥmad ibn ʻAlī Ibn Ḥajar; Ḥabashī",Inbāʼ al-ghumr bi-anbāʼ al-ʻumr,,Majlis al-Aʻlá lil-Shuʼūn al-Islāmīyah: Lajnat Iḥyāʼ al-Turāth al-Islāmī,1969,,,False,cite book
1,Gandhara,"Agrawala, V. S.",India as known to Panini,,,1953,,http://archive.org/details/in.gov.ignca.4695,False,cite book
1,Kushan Empire,"Puri, Baij Nath",India under the Kushāṇas,,Bharatiya Vidya Bhavan,1965,,https://books.google.com/books?id=bxZuAAAAMAAJ,False,cite book
1,Kushan Empire,"Vanaja, R.",Indian Coinage,,National Museum,1983,,https://books.google.com/books?id=DVdmAAAAMAAJ,False,cite book
1,Gandhara,,Indo-Greek Campaigns,,,,,https://www.worldhistory.org/image/260/indo-greek-campaigns/,False,cite web
1,Kushan Empire,"Fleet, John Faithfull",Inscriptions Of The Early Gupta Kings And Their Successors,,,1960,,https://archive.org/details/in.ernet.dli.2015.463254/page/n229,False,cite book
1,Palmyra,"Williams, Sara Elizabeth",Isil retakes historic city of Palmyra,The Telegraph,,11 December 2016,,https://www.telegraph.co.uk/news/2016/12/10/islamic-state-back-unesco-world-heritage-city-palmyra-surprise/,False,cite news
1,Palmyra,"Shaheen, Kareem",Isis destroys tetrapylon monument in Palmyra,The Guardian,,20 January 2017,,https://www.theguardian.com/world/2017/jan/20/isis-destroys-tetrapylon-monument-palmyra-syria,False,cite web
1,Palmyra,"Dearden, Lizzie",Isis driven out of ancient Syrian city of Palmyra for second time,The Independent,,2 March 2017,,https://www.independent.co.uk/news/world/middle-east/isis-palmyra-syria-driven-out-second-time-islamic-state-ancient-roman-ruins-assad-executions-a7607351.html,False,cite web
1,Palmyra,"Withnall, Adam",Isis executes Palmyra antiquities chief and hangs him from ruins he spent a lifetime restoring,The Independent,,19 August 2015,,https://www.independent.co.uk/news/world/middle-east/isis-executes-palmyra-antiquities-chief-khaled-asaad-and-hangs-him-from-ruins-he-spent-a-lifetime-10461601.html,False,cite web
1,Palmyra,"Saul, Heather",Isis in Palmyra: Civilians forced to watch execution of 20 men at amphitheatre,The Independent,,28 May 2015,,https://www.independent.co.uk/news/world/middle-east/10281695.html,False,cite web
1,Palmyra,"O'Connor, Roisin",Isis in Syria: Militants 'severely damage' ancient Bel Temple in Palmyra using explosives,The Independent,,30 August 2015,,https://www.independent.co.uk/news/world/middle-east/isis-in-syria-militants-severely-damage-ancient-bel-temple-in-palmyra-using-explosives-10479158.html,False,cite web
1,Palmyra,"Carissimo, Justin",Isis propaganda video shows 25 Syrian soldiers executed by teenage militants in Palmyra,The Independent,,4 July 2015,,https://www.independent.co.uk/news/world/middle-east/isis-propaganda-video-shows-20-syrian-government-soldiers-executed-in-palmyra-by-young-islamists-10366533.html,False,cite web
1,Palmyra,"Jeffries, Stuart",Isis's destruction of Palmyra: 'The heart has been ripped out of the city',The Guardian,,2 September 2015,,https://www.theguardian.com/world/2015/sep/02/isis-destruction-of-palmyra-syria-heart-been-ripped-out-of-the-city,False,cite web
1,Palmyra,"Makieh, Kinda",Islamic State militants blow up ancient Arch of Triumph in Palmyra,,Reuters,4 October 2015,,https://www.reuters.com/article/us-mideast-crisis-palmyra-idUKKCN0RY0YN20151004,False,cite web
1,Silk Road,Thierry Zarcone,Jade: cultural history of a mysterious stone,amis-musee-cernuschi.org,,"October 12, 2016",,https://amis-musee-cernuschi.org/en/le-jade-histoire-culturelle-dune-pierre-mysterieuse/,False,cite web
1,Gandhara,,Journal of the Royal Asiatic Society,,University Press,1889,,https://books.google.com/books?id=WIMlttRq_P4C&dq=Druhyu+Anu+Puru&pg=PA230,False,cite book
1,Palmyra,"De Laborde, Leon","Journey Through Arabia Petraea, To Mount Sinai, And The Excavated City Of Petra, The Edom Of The Prophecies 1836",The Quarterly Christian Spectator,A. H. Maltby,1837,,,False,cite journal
1,Kushan Empire,,KHALCHAYAN – Encyclopaedia Iranica,,,,,http://www.iranicaonline.org/articles/khalchayan#prettyPhoto[content]/0/,False,cite book
1,Kushan Empire,,KUSHAN DYNASTY i. Dynastic History,Encyclopaedia Iranica,,,,https://www.iranicaonline.org/articles/kushan-dynasty-i-history/,False,cite web
1,Gandhara,"Lopez, Donald",Kashmir-Gandhāra,Princeton Dictionary of Buddhism,,2014,,https://www.oxfordreference.com/display/10.1093/acref/9780190681159.001.0001/acref-9780190681159-e-2137,False,cite journal
1,Gandhara,"Konow, Sien",Kharoshthi Inscriptions Except Those Of Asoka Vol.ii Part I (1929),,,1929,,http://archive.org/details/in.ernet.dli.2015.62020,False,cite book
1,Kushan Empire,,Kujula Kadphises coin,The British Museum,,,,https://www.britishmuseum.org/collection/object/C_1922-0213-64,False,cite web
1,Kushan Empire,,Kushan Empire (ca. 2nd century B.C.–3rd century A.D.) {{pipe}} Thematic Essay {{pipe}} Heilbrunn Timeline of Art History,,Metropolitan Museum of Art,,,http://www.metmuseum.org/TOAH/HD/kush/hd_kush.htm,False,cite web
1,Kushan Empire,"Grenet, Frantz; Falk","Kushan histories. Literary sources and selected papers from a symposium at Berlin, December 5 to 7, 2013",,Hempen Verlag,2015,,,False,cite book
1,Kushan Empire,"Jongeward, David; Cribb, Joe","Kushan, Kushano-Sasanian, and Kidarite Coins A Catalogue of Coins From the American Numismatic Society",,THE AMERICAN NUMISMATIC SOCIETY,2014,,http://numismatics.org/pocketchange/wp-content/uploads/sites/3/KushanCoinageIntro.pdf,False,cite book
1,Kushan Empire,"Jongeward, David; Cribb, Joe","Kushan, Kushano-Sasanian, and Kidarite Coins A Catalogue of Coins From the American Numismatic Society by David Jongeward and Joe Cribb with Peter Donovan",,,2014,,https://www.academia.edu/11049999,False,cite book
1,Palmyra,"Limet, Henri","La Toponymie Antique (actes du colloque de Strasbourg, 12–14 juin 1975)",,Brill,1977,,,False,cite book
1,Gandhara,,LacusCurtius • Herodotus — Book VII: Chapters 57-137,penelope.uchicago.edu,,,,https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Herodotus/7B*.html,False,cite web
1,Silk Road,"Getz, Trevor",Land-Based Empires 1450 to 1750,[[Khan Academy]],,,,https://www.khanacademy.org/humanities/world-history-project-ap/xb41992e0ff5e0f09:unit-4-transoceanic-interconnections/xb41992e0ff5e0f09:4-0technological-innovations-and-exploration/a/unit-4-introduction-transoceanic-interconnections-1450-to-1750,False,cite web
1,Dunhuang manuscripts,"Mair, Victor",Lay Students and the Making of Written Vernacular Narrative: An Inventory of the Tun-huang Manuscripts,,[[CHINOPERL Papers]] No. 10,1981,,,False,cite book
1,Greco-Buddhist art,"Tarzi, Zémaryalai",Le site ruiné de Hadda,,,,,https://halshs.archives-ouvertes.fr/halshs-00003888/document,False,cite journal
1,Silk Road,"Higa, Kiyota",Legend of Silk Road pioneer lives on,,,2015-01-01,,https://www.nationthailand.com/ann/30251071,False,cite web
1,Sogdia,"Hansen, Valerie","Les Sogdiens en Chine: The Impact of the Silk Road Trade on a Local Community: The Turfan Oasis, 500–800",History.yale.edu,,,,http://history.yale.edu/sites/default/files/files/hansen-silk-road-trade.pdf,False,cite web
1,Kushan Empire,"Chavannes, Édouard",Les pays d'occident d'après le ''Heou Han chou'',,T'oung pao 8,1907,,,False,cite book
1,Palmyra,"Charnock, Richard Stephen",Local Etymology: A Derivative Dictionary of Geographical Names,,Houlston and Wright,1859,,https://archive.org/details/bub_gb_I2BulY4WvsYC,False,cite book
1,Kushan Empire,"Starr, S. Frederick",Lost Enlightenment: Central Asia's Golden Age from the Arab Conquest to Tamerlane,,Princeton University Press,2013,,,False,cite book
1,Silk Road,,Maritime Silk Road,SEAArch,,,,https://www.southeastasianarchaeology.com/tag/maritime-silk-route/,False,cite web
1,Palmyra,"al-ʻUmarī, Aḥmad ibn Yaḥyá Ibn Faḍl Allāh; al-Sarīḥī",Masālik al-abṣār fī mamālik al-amṣār (مسالك الأبصار في ممالك الأمصار),,Abū Dhabī : al-Majmaʻ al-Thaqāfī,2002,,,False,cite book
1,Dunhuang manuscripts,,Medicine on the Silk Road,,,,,http://idp.bl.uk/education/medicine/index.a4d#Or.8210/S.3417,False,cite web
1,Greco-Buddhist art,,Metropolitan Museum of Art,www.metmuseum.org,,,,https://www.metmuseum.org/art/collection/search/38782,False,cite web
1,Gandhara,,Modi_History of the Huns.pdf,,,,,https://fid4sa-repository.ub.uni-heidelberg.de/3333/1/Modi_History%20of%20the%20Huns.pdf,False,cite web
1,Mogao Caves,,Mogao Cave 254 莫高第254号窟 · A. Stories Behind The Dunhuang Caves 敦煌石窟背后的故事 · UW Dunhuang Project: Exhibitions,dunhuang.ds.lib.uw.edu,University of Washington,,,https://dunhuang.ds.lib.uw.edu/Dunhuang-Exhibitions/exhibits/show/history-and-stories-behind/254intro,False,cite web
1,Mogao Caves,,Mogao Caves,,UNESCO,,,https://whc.unesco.org/en/list/440,False,cite web
1,Sogdia,"S.V.D. Research Institute, Monumenta Serica Institute","Monumenta Serica: Journal of Oriental Studies, Volume 57",,H. Vetch,2009,,https://books.google.com/books?id=NzxDAQAAIAAJ&q=yena+sogdian+name,False,cite book
1,Dunhuang manuscripts,,Multilingualism in Tun-huang'.,,,,,https://www.zinbun.kyoto-u.ac.jp/~takata/muldunhuang.pdf,False,cite web
1,Palmyra,"Ibn Khaldūn, ʻAbd al-Raḥmān",Muqaddima (al-ʻibar wa-dīwān al-mubtadaʼ wa-al-khabar f̣ī ayyām al-ʻArab wa-al-ʻAjam ẉa-al-Barbar wa-man ʻāṣarahum min dhawī al-sulṭān al-al-akbar wa-huwa tarīkh waḥīd ʻaṣrih),,Dār al-Fikr (دار الفكر),1988,,,False,cite book
1,Greco-Buddhist art,,Musee Guimet and the Greek Buddhas of Gandhara,Minor Sights,,6 April 2014,,http://www.minorsights.com/2015/04/france-musee-guimet.html,False,cite news
1,Palmyra,"Tharoor, Kanishk; Maruf, Maryam",Museum of Lost Objects: The Temple of Bel,,BBC News,1 March 2016,,https://www.bbc.com/news/magazine-35688943,False,cite web
1,Palmyra,"Çelebi, Evliya","Narrative of Travels in Europe, Asia, and Africa in the Seventeenth Century",,Oriental Translation Fund,1834,,,False,cite book
1,Sogdia,"Morrow, Kenneth T.",Negotiating Belonging: The Church of the East's Contested Identity in Tang China,,The University of Texas at Dallas,May 2019,,https://utd-ir.tdl.org/bitstream/handle/10735.1/6946/ETD-5608-017-MORROW-260204.19.pdf,False,cite thesis
1,Gandhara,"Rahman, Abdul","New Light on the Khingal, Turk and the Hindu Sahis",Ancient Pakistan,,2002,,http://journals.uop.edu.pk/papers/AP_v15_37to42.pdf,False,cite journal
1,Silk Road,"Turton, M.",Notes from central Taiwan: Our brother to the south,Taipei Times,,17 May 2021,,https://www.taipeitimes.com/News/feat/archives/2021/05/17/2003757527,False,cite news
1,Kushan Empire,,Numismatic Digest,,Numismatic Society of Bombay,2012,,https://books.google.com/books?id=C83R2wM0caIC,False,cite book
1,Sogdia,"Vohidov, Rahim; Eshonqulov, Husniddin",O'zbek Mumtoz Adabiyoti Tarixi (Eng qadimgi davrlardan XVI asr oxirigacha),,O'zbekiston Respublikasi Oliy Va O'rta Maxsus Ta'lim Vazirligi,2006,,"http://n.ziyouz.com/books/kollej_va_otm_darsliklari/ona-tili_va_adabiyot/O'zbek%20mumtoz%20adabiyoti%20tarixi%20(Rahim%20Vohidov,%20Husniddin%20Eshonqulov).pdf",False,cite book
1,Silk Road,,Objectives,,,,,http://silkroad.unwto.org/en/content/objectives,False,cite web
1,Silk Road,"Bentley, Jerry",Old World Encounters: Cross-Cultural Contacts and Exchanges in Pre-Modern Times,,Oxford University Press,1993,,https://archive.org/details/oldworldencounte00jerr,False,cite book
1,Silk Road,Aurel Stein,On Ancient Tracks Past the Pamirs,himalayanclub.org,,,,"https://www.himalayanclub.org/hj/4/1/on-ancient-tracks-past-the-pamirs/#:~:text=The%20ancient%20lines%20of%20communication,between%20China%20and%20Western%20Asia.",False,cite web
1,Gandhara,Thomas Watters,"On Yuan Chwang's travels in India, 629–645 A.D.",,[[Royal Asiatic Society]],1904,,https://archive.org/stream/onyuanchwangstr00wattgoog#page/n220/mode/2up,False,cite web
1,Sogdia,"Adylov, Šuhrat T.; Mirzaahmedov, Jamal K.",On the History of the Ancient Town of Vardāna and the Objavija Feud in Ērān ud Anērān. Studies Presented to B. I. Maršak (1st part),,Libreria Editrice Cafoscarina,2006,,https://www.academia.edu/6567274,False,cite book
1,Silk Road,E. Bretschneider,"On the Knowledge Possessed by the Ancient Chinese of the Arabs and Arabian Colonies: And Other Western Countries, Mentioned in Chinese Books",,Trübner & Company,1871,,https://archive.org/details/onknowledgeposs00bretgoog,False,cite book
1,Kushan Empire,"Fedorov, Michael",On the origin of the Kushans with reference to numismatic and anthropological data,Oriental Numismatic Society,,2004,,http://orientalnumismaticsociety.org/JONS/Files/ONS_181.pdf,False,cite journal
1,Sogdia,"Vaissière, Etienne de la",Oxford Handbook of Late Antiquity: 5 Central Asia and the Silk Road,"In S. Johnson (Ed.), Oxford Handbook of Late Antiquity, Oxford University Press, P. 142-169",Oxford University Press,212,,https://www.academia.edu/4824639,False,cite journal
1,Palmyra,"Le Strange, Guy","Palestine under the Moslems, a description of Syria and the Holy Land from A.D. 650 to 1500. Translated from the works of the medieval Arab geographers",,"Houghton, Mifflin and Co",1890,,,False,cite book
